event_id,method,auprc,roc_auc,localization_error_seconds,within_0p15,within_0p30,within_0p60,top_1pct_recall,false_positive_burden,calibration_error,ablation
EDR014,sparse_invariant,0.8736394557823128,0.9976190476190476,0.0,True,True,True,0.42857142857142855,0.044862180465724724,0.05079642641102459,established_only
EDR015,nonlinear_invariant,0.638095238095238,0.991904761904762,5.37,False,False,False,0.2857142857142857,0.02920329143470113,0.030692944950573682,established_only
EDR015,sparse_invariant,0.9999999999999998,1.0,0.05999999999999961,True,True,True,0.5714285714285714,0.04162730495502886,0.0463587356750911,established_only
EDR017,nonlinear_invariant,0.5408311051693404,0.8513888888888889,0.17999999999999972,False,True,True,0.5,0.009575085491361175,0.00881456987154469,established_only
EDR017,sparse_invariant,0.5740196078431372,0.9777777777777779,0.14999999999999947,True,True,True,0.3333333333333333,0.026675285552180825,0.01742168013158265,established_only
EDR018,nonlinear_invariant,0.5882850840915357,0.8753333333333334,0.03000000000000025,True,True,True,0.3,0.023920698489189263,0.01965918760332755,established_only
EDR018,sparse_invariant,0.5471674232200547,0.9196666666666666,0.02999999999999936,True,True,True,0.3,0.03488699045402524,0.024340140591258146,established_only
EDR019,nonlinear_invariant,0.5733189033189032,0.9863787375415283,2.16,False,False,False,0.2,0.020482488346586804,0.022588699050740308,established_only
EDR019,sparse_invariant,0.22096547679001094,0.9182724252491694,2.219999999999999,False,False,False,0.2,0.0685336514983117,0.0631992455782333,established_only
EDR020,nonlinear_invariant,0.9588235294117647,0.9976666666666666,0.03000000000000025,True,True,True,0.4,0.014803839631568625,0.03573151530309527,established_only
EDR020,sparse_invariant,0.8722643097643097,0.992,0.3899999999999997,False,False,True,0.4,0.028733643646340675,0.03200411956533003,established_only
EDR021,nonlinear_invariant,0.24565924944782228,0.8057377049180328,0.03000000000000025,True,True,True,0.1,0.01510547652533001,0.01565485292120076,established_only
EDR021,sparse_invariant,0.19033187927441642,0.8672131147540983,0.8399999999999999,False,False,False,0.1,0.029684270162065457,0.001673259354439724,established_only
EDR022,nonlinear_invariant,0.8349673202614378,0.983888888888889,0.0,True,True,True,0.6666666666666666,0.009223332427381535,0.013674395047051997,established_only
EDR022,sparse_invariant,0.7252136752136752,0.9866666666666667,0.02999999999999936,True,True,True,0.5,0.025607872497017604,0.02353707602716779,established_only
EDR023,nonlinear_invariant,1.0,1.0,0.08999999999999986,True,True,True,0.4,0.01586392450914337,0.04276544866470015,established_only
EDR023,sparse_invariant,0.9909090909090909,0.9996666666666667,0.03000000000000025,True,True,True,0.4,0.03109082231696558,0.04009082891086314,established_only
EDR025,nonlinear_invariant,0.3087514033953663,0.9498349834983497,0.2400000000000002,False,True,True,0.4,0.033377565584900355,0.013743079587522808,established_only
EDR025,sparse_invariant,0.6215350877192982,0.9874587458745875,3.0600000000000005,False,False,False,0.3,0.04157830721564512,0.04761654568423014,established_only
EDR028,nonlinear_invariant,0.1026724372119109,0.8709523809523809,0.20999999999999996,False,True,True,0.0,0.02968392109969928,0.007851678238387123,established_only
